39.968066, 43.409699, 0 
39.966723, 43.408191, 0 
39.966421, 43.407965, 0 
39.966007, 43.407734, 0 
39.965551, 43.407555, 0 
39.9649, 43.407408, 0 
39.963177, 43.407074, 0 
39.96062, 43.406574, 0 
39.957886, 43.406046, 0 
39.957708, 43.40606, 0 
39.957643, 43.406098, 0 
39.957602, 43.406221, 0 
39.957531, 43.406395, 0 
39.957418, 43.406522, 0 
39.956181, 43.407399, 0 
39.955737, 43.407635, 0 
39.955187, 43.407795, 0 
39.954524, 43.407837, 0 
39.953879, 43.407743, 0 
39.953334, 43.407536, 0 
39.952908, 43.407248, 0 
39.952648, 43.406965, 0 
39.95244, 43.406621, 0 
39.952363, 43.406249, 0 
39.952399, 43.405834, 0 
39.952547, 43.405481, 0 
39.953316, 43.404321, 0 
39.953334, 43.404189, 0 
39.953263, 43.404085, 0 
39.953086, 43.403991, 0 
39.948996, 43.402223, 0 
39.948871, 43.402186, 0 
39.948676, 43.402181, 0 
39.948534, 43.402242, 0 
39.948439, 43.402332, 0 
39.947427, 43.403977, 0 
39.947332, 43.404255, 0 
39.947309, 43.404481, 0 
39.947338, 43.404731, 0 
39.947599, 43.405688, 0 
39.947646, 43.405768, 0 
39.947747, 43.405806, 0 
39.947877, 43.405834, 0 
39.951209, 43.406197, 0 
39.951292, 43.406221, 0 
39.951369, 43.406268, 0 
39.951428, 43.406329, 0 
39.951635, 43.406928, 0 
39.951653, 43.407017, 0 
39.951665, 43.40713, 0 
39.951647, 43.407229, 0 
39.950612, 43.409346, 0 
39.950612, 43.409431, 0 
39.950653, 43.409506, 0 
39.95073, 43.409581, 0 
39.950842, 43.409638, 0 
39.951884, 43.409944, 0 
39.952363, 43.410025, 0 
39.952813, 43.410086, 0 
39.953429, 43.410119, 0 
39.953973, 43.410114, 0 
39.954595, 43.410067, 0 
39.955181, 43.409987, 0 
39.956211, 43.409864, 0 
39.956761, 43.409761, 0 
39.957324, 43.409614, 0 
39.957933, 43.409435, 0 
39.960028, 43.408742, 0 
39.960603, 43.408596, 0 
39.961123, 43.408516, 0 
39.961703, 43.408478, 0 
39.962301, 43.408497, 0 
39.962858, 43.408573, 0 
39.96371, 43.408752, 0 
39.96387, 43.408724, 0 
39.963935, 43.408648, 0 
39.964201, 43.407988, 0 
39.964326, 43.407894, 0 
39.964539, 43.407837, 0 
39.964769, 43.407847, 0 
39.965101, 43.407903, 0 
39.965474, 43.40804, 0 
39.965805, 43.408257, 0 
39.966078, 43.408535, 0 
39.966681, 43.409167, 0 
39.966711, 43.409242, 0 
39.966699, 43.409303, 0 
39.966587, 43.409369, 0 
39.966036, 43.409666, 0 
39.965935, 43.40977, 0 
39.9659, 43.409916, 0 
39.965965, 43.410048, 0 
39.966841, 43.411033, 0 
39.967622, 43.411962, 0 
39.96825, 43.412664, 0 
39.968392, 43.41273, 0 
39.968569, 43.412693, 0 
39.969972, 43.41224, 0 
39.970102, 43.412183, 0 
39.97015, 43.412099, 0 
39.970114, 43.412004, 0 
39.968066, 43.409699, 0
